Substance,EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CO2,ATG,Antigua and Barbuda,0.316036371,0.316030779,0.37320712,0.38638008,0.343393854,0.411990776,0.37572799,0.414239141,0.420674449,0.396653901,0.403077363,0.358571131,0.447681865,0.280534974,0.363130264,0.357557861,0.357289935,0.461705067,0.467010461,0.42411373,0.427828875,0.451115538,0.476049285,0.444118568,0.466630722,0.477254008,0.480896495,0.468798816,0.474452414,0.501565911,0.493125116,0.490776872,0.53398847,0.708744155,0.725194488,0.712301553,0.724092975,0.746970929,0.751509653,0.839256197,0.85668395,0.983628572,1.061682648,1.065287135,1.099736268,1.082621551,1.095830344,0.78111159,0.85347407,0.846615982,0.698760042,0.777871204
CO2,AUS,Australia,161.5280735,162.9093285,168.8281221,178.4870103,187.5895334,194.3838922,197.1820378,210.4697245,206.7956635,212.601641,222.7862521,223.7943411,230.0867684,218.515841,224.3238921,238.7320052,239.1853188,250.345917,259.1590319,274.8780087,278.2097544,280.211696,283.5754627,287.6761549,293.1280559,303.2230212,313.7587027,322.8086503,343.7464815,349.0379821,354.7808209,361.3756008,369.7400469,368.8086595,382.5369383,386.3866618,392.5050529,403.0534949,406.8317264,412.7310405,408.2267759,405.9318448,405.8275688,398.6016325,389.9473696,396.0989414,404.7575978,409.0937159,406.7872374,406.7599379,376.7787393,367.9069573
CO2,AUT,Austria,54.05594301,56.29790289,58.61497167,61.90010059,59.49709352,57.18148182,62.36991155,59.69382266,61.76543554,64.22287977,62.31368865,59.02827727,56.89114084,56.90416837,58.7396228,60.13667213,58.92627859,59.56394985,58.14891474,58.16136518,62.71929223,66.55401846,61.40987885,61.50474992,62.07126248,65.16800387,69.04249193,68.69753193,69.246487,67.32813193,67.98286379,72.72212768,74.32236523,79.43293561,80.61867207,81.1785544,79.1283122,76.22213754,75.77143834,68.85942831,74.75630797,73.0735165,70.0606163,70.63075376,67.00345774,68.33121942,68.84449691,71.10618942,68.07014085,69.9559579,63.32086409,66.00769434
CO2,AZE,Azerbaijan,32.17578276,32.21026352,34.6503733,37.60185646,40.49512903,44.93397527,46.98016495,49.24145173,51.63586418,54.05562158,57.24515748,59.12436611,60.53431703,62.4527109,64.14898304,65.31711079,68.08608113,70.55916079,71.60501863,71.9812424,54.64395836,53.20120552,43.31886024,38.09463552,33.87320213,32.86111187,27.5398435,26.8016096,26.80812484,26.49133076,28.06264586,26.71274407,26.47903036,28.96987804,28.69175528,30.49295449,30.91907035,28.04870368,30.97179375,25.8723259,24.66870132,27.91009489,30.73212774,31.66697709,33.02691879,32.54117316,32.92739105,32.72213283,33.58560725,36.45785494,35.98299142,37.10504296
CO2,BDI,Burundi,0.073078469,0.073214441,0.072580194,0.074552413,0.079595878,0.083538667,0.080686233,0.082447659,0.082608173,0.091416476,0.096344091,0.101583074,0.087188277,0.099830047,0.118577696,0.120469737,0.130503165,0.172581384,0.24190694,0.260824232,0.245143614,0.330385696,0.269957991,0.29916159,0.310821039,0.306796174,0.32675795,0.33452496,0.352809079,0.362618805,0.336744946,0.264557245,0.244577683,0.203104364,0.243586293,0.206407435,0.254830821,0.406141933,0.243165468,0.242948897,0.349151581,0.418339259,0.399318033,0.448190058,0.401017439,0.424527148,0.464543676,0.531349131,0.705868146,0.745875159,0.667129323,0.710458691
CO2,BEL,Belgium,141.0607786,130.6713888,142.1182998,146.9730045,145.8092853,128.5560485,138.1624487,135.5815663,139.9709261,149.243378,138.6260434,126.6739203,118.946979,109.2498193,112.0557545,109.6098498,110.1742656,110.289709,112.5941392,113.6255076,116.6336244,120.5412715,118.4503306,116.5344208,121.6507721,122.9061782,127.7237156,124.6917081,128.1187189,123.8122271,125.7380088,126.8305011,119.433173,124.3581016,123.4418642,119.3441262,117.6515212,113.8372469,115.563441,107.3646813,115.2549243,104.9321164,103.4694042,104.9563847,98.02021814,102.7739291,101.681383,100.1174498,100.8413877,100.294369,90.71380805,95.92364019
CO2,BEN,Benin,0.320469071,0.370979203,0.471118467,0.486097819,0.498988051,0.558826182,0.37647642,0.437957053,0.465414528,0.521007047,0.547172073,0.457847965,0.529966676,0.523483504,0.537753082,0.632337123,0.568948807,0.518612119,0.470919443,0.417301304,0.415194866,0.367581502,0.399250353,0.404701271,0.411650431,0.420266618,1.098236029,1.390303568,1.340208036,1.473423084,1.571846186,1.884436459,2.174582688,2.43269967,2.59198042,2.838678669,3.897231957,4.42917627,4.397885465,4.716208619,5.107886337,4.986622735,4.750553258,4.995977761,5.484359271,5.831491688,7.125436575,7.263857589,8.269118725,8.117105317,8.026780152,8.629283856
CO2,BFA,Burkina Faso,0.289249761,0.289826582,0.287406123,0.296401437,0.31797364,0.335058033,0.322868532,0.329827523,0.330138358,0.366610625,0.385872405,0.360321718,0.344728178,0.352178366,0.344999158,0.338668233,0.424196508,0.545161288,0.534731544,0.453924419,0.412691379,0.55036736,0.489700892,0.513619245,0.56060402,0.576366838,0.629539145,1.020311567,0.962273432,0.99187033,1.014601303,1.144786943,1.187908292,1.312909649,1.188855462,1.26693342,1.26721285,1.783415454,2.057195444,1.978411266,2.122459194,2.228668853,2.569166206,3.001788263,2.70397822,3.812530064,3.733700924,4.405564478,4.801420482,5.002361763,4.949869705,5.289855324
CO2,BGD,Bangladesh,3.353650622,3.329542392,3.537918849,4.166076361,4.382726054,5.242690253,5.619073897,5.801625626,6.227500788,6.912692491,7.77607542,7.558444879,8.239982457,8.747113543,8.213258621,9.473823944,10.51360631,11.48261357,12.52992282,13.67764529,14.40761994,13.70647315,15.32146918,16.17292862,17.47019699,21.29645619,21.67503565,23.31626918,23.8251357,25.48258595,27.5636586,32.33845889,34.04484601,35.49061768,37.48646818,39.94244179,42.94457177,45.42565038,50.81222738,53.90865199,59.80432921,63.62432344,67.22202336,69.5683056,73.23457201,83.5250138,85.5940908,91.4026391,96.70212054,104.8367314,104.1432745,106.8674407
CO2,BGR,Bulgaria,70.57963856,70.48631123,72.85490576,74.18505173,75.60725661,80.47999231,81.51962372,84.43820276,87.2771099,90.49990784,93.54782996,89.5343483,91.64110076,90.55437527,88.99950863,91.39842727,92.58495066,92.93520804,91.97843828,90.91180229,79.13781673,64.45635857,61.72209335,62.51201084,59.77864979,61.02163847,61.44973541,59.21562868,56.59257348,49.89753366,47.82350676,49.83700845,47.02350586,52.90880607,50.83667053,51.96676122,53.09775823,56.8687152,53.76137498,45.66622639,48.22935817,53.55058408,48.63097826,43.38151709,45.87206095,48.40359048,45.58729198,47.79028824,44.91957747,43.06376122,37.79516289,43.64437322
CO2,BHR,Bahrain,2.962385267,2.981247839,3.571285413,4.508948437,5.316193411,5.489488117,5.956786031,6.574822471,6.960525492,7.427900601,7.530633349,8.062811321,8.500273759,8.828491725,9.036611857,9.641072309,10.95846475,10.70987383,11.303866,11.40961393,11.98677354,11.55937834,13.60656533,14.71830983,14.99116104,15.23755019,15.78986608,16.25412433,17.22834978,17.3192571,17.76687485,18.40215034,19.21949249,19.88831455,19.91353226,23.36336457,25.44215543,25.84503157,27.66235652,27.64884322,28.82842955,28.99436128,30.21020469,32.12185179,33.30776469,33.47600786,33.48795139,33.76812509,34.04226712,36.74809856,36.46890804,37.49464013
CO2,BHS,Bahamas,3.520560216,3.544031969,4.159346646,4.261069164,3.753390812,4.246366391,3.833833374,4.241783221,4.329509431,4.150505338,4.205935885,4.088888344,3.28853933,2.645910512,2.787117726,2.430496681,2.404991477,2.780289697,2.661364871,2.760070469,2.829981503,2.683818402,2.4253277,2.385736474,2.551723226,2.884843208,3.27080421,3.039041455,3.380309219,3.161554872,3.398758759,3.441855461,3.424935099,2.768578046,3.055822097,2.830057743,3.114357083,3.52042785,3.429331909,2.901124318,3.211175626,3.306745865,4.017615861,3.903360529,3.839673981,3.624384039,3.734094932,3.869376101,4.457246585,4.401421569,3.630362561,4.042735574
CO2,BIH,Bosnia and Herzegovina,15.80067048,15.83829965,14.75262556,16.12826116,17.37666713,17.85145889,16.32185628,17.70714596,17.28371319,16.95197796,16.75743395,19.16132803,21.10621175,22.52161229,22.23898467,23.0635332,23.34545099,22.30773521,21.86507501,22.2339291,24.67621229,22.09077012,16.32060037,13.70658442,3.381683338,3.593701503,4.478289779,8.804203071,11.13526159,10.97996758,14.36492742,14.18046979,14.91189425,15.27203142,16.11609859,16.92563687,18.76857517,19.80162853,21.73295515,21.73653297,22.27157137,25.32020399,23.37843759,23.28571984,20.87166099,20.90066923,23.55538324,24.03863484,24.13868712,22.77247682,22.55440113,15.37006991
CO2,BLR,Belarus,67.37599234,67.54541736,72.56400016,78.28179128,81.35137608,90.56237995,90.8458043,94.88192074,96.11165334,101.0309283,101.8041163,106.3251682,105.3326223,105.6575193,104.2016934,104.1293306,104.8906029,104.2184458,103.4144549,99.793826,108.9908971,104.7516622,94.59580802,81.45777994,68.95513547,61.65359807,62.62876627,63.2328546,61.50875223,59.11920491,56.92115892,55.80475888,56.1514825,56.8757945,60.34369667,61.2957826,63.69858222,62.27536522,65.47038036,62.29977341,66.71810473,63.66694097,64.98907219,64.84255964,64.25708442,59.81461121,59.90361218,61.06673071,64.28204293,62.03648026,57.08946532,58.36431734
CO2,BLZ,Belize,0.183914996,0.183701259,0.216253821,0.224357165,0.199751194,0.238675087,0.217692548,0.239671453,0.243332947,0.22962323,0.233195966,0.218906126,0.18835587,0.198147694,0.249278633,0.245150812,0.300047442,0.255660106,0.188190438,0.251152286,0.327513596,0.39425773,0.344479628,0.321568848,0.300808371,0.332456951,0.280245845,0.446705629,0.449800413,0.489861704,0.50120397,0.51707814,0.503565258,0.658459755,0.624145029,0.6419139,0.663027432,0.626560772,0.585712115,0.669132027,0.742029428,0.751112853,0.817051039,0.874091412,0.851680367,0.943765893,0.937509711,0.796392797,0.711490773,0.666448856,0.55834987,0.635030944
CO2,BMU,Bermuda,0.427056131,0.427081805,0.50491051,0.522382739,0.464141183,0.557581369,0.508535613,0.56085706,0.569692121,0.537095836,0.545963913,0.471591567,0.461690593,0.516239924,0.592829941,0.568433708,0.526302855,0.783799183,0.862346212,0.949291624,0.660068883,0.625609838,0.518397651,0.553630561,0.529147557,0.520110138,0.538603913,0.50963956,0.514779086,0.543974139,0.544178676,0.547162871,0.583269407,0.733788483,0.748785426,0.755737396,0.819840667,0.906123075,0.866064715,0.788386435,0.928760407,0.771550834,0.880794819,0.856569343,1.075655975,0.898239776,1.087306048,0.804885938,0.903420205,0.892102624,0.736405508,0.819736879
CO2,BOL,Bolivia,3.054585519,3.803748601,4.531971487,4.219664896,4.022184858,4.577182172,5.165885342,4.95724357,5.644816167,5.028845221,4.977354148,5.330727695,5.552991071,5.7224014,5.222683205,5.140739356,4.784031755,4.964109835,5.373722602,6.182966427,6.592882225,6.909303788,7.439934869,8.861133796,9.553915737,8.619528045,8.322913274,9.182193566,8.675116144,8.243067084,8.220112245,8.064197586,8.325921859,9.13037133,9.509334425,10.06557833,11.24741851,12.11981606,13.14660129,14.05072422,15.20514318,16.65551477,17.45055743,18.67675236,20.27146531,20.61938788,21.99540148,22.79440955,23.2688932,22.63256837,20.25268496,22.42803649
CO2,BRA,Brazil,109.5869913,109.2796748,121.043919,138.4661074,148.3856461,156.7297861,174.8568581,182.6569646,196.4932631,209.5695629,209.9379413,194.5044438,193.4884465,182.211208,186.601772,194.8826431,218.4857234,223.1369291,225.5754713,227.2434102,228.6030345,235.8968192,239.3357051,250.5054539,258.8071609,278.6124885,301.9514764,322.4395599,332.3681296,341.6755375,364.7518705,365.6594815,365.5128298,365.8612251,382.3821836,385.3210729,388.5654595,405.5805728,425.5328303,397.6707667,450.4359269,470.1637435,506.6518734,532.9368382,559.3419552,527.9391038,493.5112929,504.1514744,480.141718,478.1701797,441.3690236,489.8577336
CO2,BRB,Barbados,0.760318953,0.760136762,0.89808906,0.921794042,0.819067414,0.983712323,0.906592516,0.996899152,1.022437528,0.969073596,0.988164932,1.010138588,0.951012295,1.067025739,1.253232522,1.417014113,1.471501127,1.417925693,1.334629122,1.350692361,1.368008018,1.411943848,1.481009783,1.357238173,1.278985287,1.277440222,1.279981187,1.398937004,1.481712903,1.609937165,1.601657774,1.589639238,1.58473952,1.82531931,1.843098558,1.799455275,1.755358047,1.668112166,1.878804386,1.926219158,1.962620221,2.351123345,2.340611515,2.420328613,2.143427286,2.198457798,2.213245124,1.72643639,1.937676615,1.913705846,1.591364204,1.765476591
CO2,BRN,Brunei,2.042081532,1.888896526,2.223699749,2.608336209,2.569164408,2.568475601,2.890888295,2.922447607,3.070387365,2.733863997,3.399766693,2.837391336,3.079492031,3.267659883,3.02800051,3.037763951,3.011910115,3.070040946,3.209963797,3.189079984,3.343038103,3.708105005,3.903635353,4.068094113,4.364063952,4.699129824,4.9283373,5.488266762,4.671751074,4.593490032,4.888903682,4.876954527,4.791732882,5.703594991,5.269359843,5.175248142,7.698665186,7.299745478,8.0440208,7.998613548,7.338051078,7.513635364,7.47806376,7.382937072,7.213558722,6.518547863,7.105378101,7.443411776,7.712608598,7.346343641,7.201215237,7.207750563
CO2,BTN,Bhutan,0.036534675,0.038563637,0.04177826,0.043841656,0.044684337,0.044297178,0.046180982,0.048672271,0.051316351,0.052958356,0.053483133,0.079875356,0.079508288,0.080714144,0.079319138,0.084340208,0.085004685,0.130750656,0.135734404,0.137559633,0.182825906,0.186819583,0.186728361,0.189839978,0.234869883,0.310930455,0.340772471,0.392687576,0.432236959,0.502512344,0.421033852,0.451867482,0.487660619,0.502830756,0.51181678,0.551568245,0.559348824,0.570827604,0.611825873,0.841816607,0.924902746,1.126915347,1.077357346,1.105078692,1.122359505,1.298792411,1.408047883,1.507524374,1.702858826,1.894321419,1.775669218,1.975741344
CO2,BWA,Botswana,0.104626678,0.10479865,0.138773379,0.194542867,0.385545656,0.489945899,0.737536668,0.850094066,0.961742142,1.117270804,1.187967455,1.389660581,1.449958672,1.42102221,1.416075254,1.515521139,1.742555994,1.808315385,2.168988913,2.390187157,2.827712573,2.797034796,3.402539191,3.356076191,3.218432982,3.347890216,3.018809248,3.22286609,3.834623554,4.040513045,4.186198457,4.057762933,4.240405348,4.144299279,4.16980524,4.474650313,4.271784727,4.493540129,4.558556615,4.323291226,3.508676484,4.112165853,3.543391314,5.548334678,7.123809649,7.086145938,6.7636712,7.466957589,7.440988906,7.377950884,6.705221979,6.999752167
CO2,CAF,Central African Republic,0.097120256,0.09734096,0.096370641,0.099353399,0.106673848,0.112148994,0.108088013,0.110507844,0.11056567,0.122631608,0.129523271,0.153510898,0.156960081,0.170767679,0.157044659,0.159266501,0.204373659,0.238146575,0.219373711,0.206593557,0.198390153,0.248704407,0.209042774,0.227135704,0.238398162,0.245190898,0.264196584,0.270941218,0.276112014,0.28337107,0.2997657,0.309429325,0.309154555,0.291699718,0.288342223,0.285131737,0.298752576,0.297829401,0.225370221,0.218207157,0.224232937,0.225452589,0.227276962,0.155908725,0.167444974,0.23387033,0.246658796,0.264903696,0.271964615,0.281495585,0.258337803,0.275919941
CO2,CAN,Canada,360.6084822,367.856384,386.4072499,405.5376372,413.8139045,403.3159792,416.2115147,430.3624484,432.7304251,448.3109781,452.906689,433.2305933,413.4611896,409.0982969,428.4942971,428.7032014,418.6318242,430.7431888,462.2464903,478.1368101,443.2559864,437.121547,449.7062167,448.4278401,465.7801747,478.4212432,492.0139731,508.0414002,515.4461038,524.9876616,545.0271257,536.1957974,555.3910217,574.9572486,567.7597146,577.9978658,570.4469718,602.654739,581.8678439,548.5276914,564.56267,577.2065547,574.8448366,583.897988,590.0205038,586.6543909,585.5191196,596.1786877,608.4529066,608.4895939,548.4548514,563.5383792
CO2,CHE,Switzerland and Liechtenstein,41.69592934,43.60542264,44.38482852,47.82539354,43.02226306,40.49941198,42.22431501,42.68467184,43.84715475,42.53603536,43.29813164,40.93326719,38.72882065,42.82683692,42.32897425,45.53564834,45.45093975,43.88555681,43.94350947,43.76702,44.96211682,47.2838773,47.22366885,44.89433611,43.95313087,44.75148297,45.29708569,44.01657224,45.47911151,45.74352982,44.92955826,46.36374103,44.73039994,46.03230819,46.56961675,47.18654494,46.7492769,44.79962718,46.17692116,44.79205274,46.48128203,42.40498214,43.7092839,44.73155071,41.24234776,40.36007055,40.90453334,39.93178515,38.6984685,38.57612605,34.22690466,35.07257301
CO2,CHL,Chile,27.89275373,30.34299326,31.53855209,31.54262374,29.60714471,26.98719251,27.62056282,25.84001986,26.32546248,27.91138491,27.70306151,25.40420315,21.58674797,22.02600131,23.29929923,22.48629125,22.76332806,22.98091968,27.74682187,33.48220673,33.01675752,31.47062142,32.66234751,34.55612924,37.71866492,41.30315134,47.46420259,54.02560582,54.48870399,57.07168766,53.42734629,51.35713421,51.82892501,53.78477445,58.08896383,58.88131451,60.01790936,67.46510293,71.01224341,67.94615916,72.06510307,78.660831,80.8499334,84.98790575,78.46953967,84.0656656,88.57000928,89.33997265,89.06049207,94.00974854,83.49511343,85.70328674
CO2,CHN,China,909.5725975,913.439385,974.6986908,1015.382491,1033.254637,1184.681653,1232.036608,1385.31211,1562.862585,1601.509995,1568.085463,1554.453158,1625.563398,1711.644639,1867.307762,1882.679548,2000.383588,2140.834426,2303.333754,2383.709448,2425.643522,2561.805992,2695.412338,2919.981245,3100.784503,3415.472313,3387.352842,3465.449108,3547.653173,3478.416571,3703.340219,3878.315075,4183.177709,4852.911765,5599.967175,6338.438492,7040.38819,7673.680477,7889.191024,8489.958526,9294.361006,10155.48117,10484.57673,10780.58644,10898.41414,10771.81741,10794.28624,11036.73465,11499.29215,11771.07254,11948.1196,12466.31598
CO2,CIV,Côte d’Ivoire,2.638960549,2.691040966,2.990523159,3.076153733,3.16106659,3.431825221,3.919683135,3.889480551,4.497356561,4.198722604,3.998029573,3.665549227,3.489296929,4.102090595,3.663578654,3.363495817,3.512115195,3.429970486,3.46861248,3.335114369,3.030024706,3.124440194,3.114276338,3.302118994,3.449955935,3.76978049,4.70184306,5.712644177,5.540794485,7.381224905,7.055934086,7.082683315,7.493387542,5.938965446,6.130367516,6.550711777,6.428379683,6.438513146,7.174876099,6.655554445,7.53932314,7.38762589,9.390393262,10.0739821,10.83675116,11.60204119,11.78051465,12.72934391,12.58899841,13.430183,13.64333046,14.54393137
CO2,CMR,Cameroon,0.900108502,0.948281295,0.982802182,1.033188454,1.008423337,1.27266281,1.187258034,1.649774726,1.786746991,1.943180583,2.073819945,2.21599703,2.349719115,4.701879495,4.920636283,4.832055065,5.840311589,5.316068102,3.369230355,4.816307648,4.811000482,4.587448969,4.412572095,4.816223238,5.205113875,5.211920651,5.344632156,5.382436103,5.601069189,5.394748899,5.788414142,5.760033177,5.679974653,5.793939901,5.695884145,5.541064552,5.591979012,6.588057555,6.944865412,7.544066152,7.690369692,7.324542724,7.437399323,8.234229105,8.945853671,9.25794285,9.856686692,10.02017923,10.50948783,10.44557063,9.806340523,10.20271103
CO2,COD,Democratic Republic of the Congo,2.964801772,2.99638017,3.082125561,3.102176609,3.258240392,3.205097211,3.145849482,3.258991517,3.283698401,3.628888468,3.592442289,3.837655993,3.098293684,4.037464132,3.946625406,3.69284248,3.462281363,3.799562307,3.943693232,3.75470427,3.442014284,1.969947684,1.705711335,1.650863328,2.566251406,2.400596546,2.64650737,2.654623809,2.645599011,2.44923636,1.969358442,1.919291801,2.01244822,2.419420141,2.317951004,2.589328083,2.660911069,2.929437795,3.005528741,2.920584944,3.051822973,3.471910917,3.115986885,4.291129703,5.480099334,3.569806658,2.781544982,3.209877096,3.130835621,3.367545034,3.223069894,3.369498414
CO2,COG,Congo,1.806098662,2.068820053,1.981832576,8.965124578,12.8911841,7.970874577,7.703252109,2.475365091,1.536528832,1.396679005,1.832130688,2.058389081,2.386906171,2.462478351,2.43163517,2.470653864,2.407526719,2.459488803,2.433916842,2.438269017,2.403300886,2.451974056,2.392982078,2.363806898,2.165217556,2.752243388,3.31085976,3.411171492,4.05472506,4.198973774,4.542087903,4.427610739,2.886535971,3.592089574,3.646416138,4.359218601,4.849286751,4.2919994,4.460891776,4.947871675,5.326287574,4.884383461,4.509967126,5.484225102,5.324353357,5.777671397,5.647360473,5.561115273,6.511091746,7.301687315,7.455445082,7.371025916
